what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1455003589028
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1455003589028
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1455003589029
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1455003589030
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1455003589030
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1455003589030
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1455003589031
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1455003589032
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1455003589032
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1455003589033
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1455003589033
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1455003589035
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1455003589036
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1455003589036
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1455003589037
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1455003589038
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1455003589038
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1455003589039
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1455003589039
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1455003589040
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1455003589040
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1455003589041
os,sysinfo,,,"win32",1455003589043
arch,sysinfo,,,"x86_64",1455003589043
ws,sysinfo,,,"win32",1455003589043
locale,sysinfo,,,"en_US",1455003589043
processors,sysinfo,,,"8",1455003589043
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1455003589043
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1455003589043
java.specification.name,sysinfo,,,"Java Platform API Specification",1455003589043
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1455003589043
java.specification.version,sysinfo,,,"1.6",1455003589043
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1455003589043
java.version,sysinfo,,,"1.6.0_23",1455003589043
java.vm.info,sysinfo,,,"mixed mode",1455003589043
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1455003589043
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1455003589043
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1455003589043
java.vm.specification.version,sysinfo,,,"1.0",1455003589043
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1455003589043
java.vm.version,sysinfo,,,"19.0-b09",1455003589043
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1455003589310
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1455003591838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455003637997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455003666692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455003680649
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1455003681704
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1455003741186
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1455003742285
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1455003742292
